program,filename,nfrags,fraglen,total_sequences,total_reads,dropped_reads,incorrect_length,correct_len_incorrect_seq,perfectly_reconstructed,dropped_reads_percentage,incorrect_length_percentage,correct_len_incorrect_seq_percentage,perfectly_reconstructed_percentage,divergent_reads,
bbmerge,gen_n1000000_l190_merged.fq,1000000,190,999924,968557,31367,0,178212,790345,3.137,0.0,17.821,79.034,178212,
bbmerge,gen_n1000000_l191_merged.fq,1000000,191,999921,966353,33568,0,179853,786500,3.357,0.0,17.985,78.65,179853,
bbmerge,gen_n1000000_l192_merged.fq,1000000,192,999907,966005,33902,0,183214,782791,3.39,0.0,18.321,78.279,183214,
bbmerge,gen_n1000000_l193_merged.fq,1000000,193,999920,966257,33663,0,184266,781991,3.366,0.0,18.427,78.199,184266,
bbmerge,gen_n1000000_l194_merged.fq,1000000,194,999925,965287,34638,0,185643,779644,3.464,0.0,18.564,77.964,185643,
bbmerge,gen_n1000000_l195_merged.fq,1000000,195,999921,965474,34447,0,188955,776519,3.445,0.0,18.896,77.652,188955,
bbmerge,gen_n1000000_l196_merged.fq,1000000,196,999940,965140,34800,0,191840,773300,3.48,0.0,19.184,77.33,191840,
bbmerge,gen_n1000000_l197_merged.fq,1000000,197,999919,964636,35283,0,194110,770526,3.528,0.0,19.411,77.053,194110,
bbmerge,gen_n1000000_l198_merged.fq,1000000,198,999913,963643,36270,0,195835,767808,3.627,0.0,19.584,76.781,195835,
bbmerge,gen_n1000000_l199_merged.fq,1000000,199,999921,962530,37391,0,198637,763893,3.739,0.0,19.864,76.389,198637,
bbmerge,gen_n1000000_l19_merged.fq,1000000,19,999898,928351,71547,0,214,928137,7.155,0.0,0.021,92.814,214,
bbmerge,gen_n1000000_l1_merged.fq,1000000,1,999924,0,999924,0,0,0,99.992,0.0,0.0,0.0,0,
bbmerge,gen_n1000000_l200_merged.fq,1000000,200,999912,963046,36866,0,200667,762379,3.687,0.0,20.067,76.238,200667,
bbmerge,gen_n1000000_l201_merged.fq,1000000,201,999934,961753,38181,0,202837,758916,3.818,0.0,20.284,75.892,202837,
bbmerge,gen_n1000000_l202_merged.fq,1000000,202,999919,960495,39424,0,205277,755218,3.942,0.0,20.528,75.522,205277,
bbmerge,gen_n1000000_l203_merged.fq,1000000,203,999910,960867,39043,0,207926,752941,3.904,0.0,20.793,75.294,207926,
bbmerge,gen_n1000000_l204_merged.fq,1000000,204,999907,959662,40245,0,210160,749502,4.025,0.0,21.016,74.95,210160,
bbmerge,gen_n1000000_l205_merged.fq,1000000,205,999929,960137,39792,0,213101,747036,3.979,0.0,21.31,74.704,213101,
bbmerge,gen_n1000000_l206_merged.fq,1000000,206,999928,955319,44609,0,213585,741734,4.461,0.0,21.358,74.173,213585,
bbmerge,gen_n1000000_l207_merged.fq,1000000,207,999924,954156,45768,0,215680,738476,4.577,0.0,21.568,73.848,215680,
bbmerge,gen_n1000000_l208_merged.fq,1000000,208,999926,952980,46946,0,218553,734427,4.695,0.0,21.855,73.443,218553,
bbmerge,gen_n1000000_l209_merged.fq,1000000,209,999910,952809,47101,0,221597,731212,4.71,0.0,22.16,73.121,221597,
bbmerge,gen_n1000000_l20_merged.fq,1000000,20,999917,927380,72537,0,291,927089,7.254,0.0,0.029,92.709,291,
